id,y
10441,58.84852877289472
10442,66.18256790067633
10443,177.54934682410132
10444,137.8578441910561
10445,8.251684069102355
10446,54.71749067095656
10447,263.63
10448,10.722923643141744
10449,43.94558227265373
10450,25.194334523809523
10451,16.84811078149215
10452,115.23543158776484
10453,238.11112362462077
10454,27.085656270267453
10455,73.35681158369952
10456,14.155
10457,32.29046171132629
10458,528.8855158730158
10459,22.358854565164755
10460,829.68
10461,27.50815206304628
10462,29.747612222285152
10463,80.1006831063046
10464,652.64
10465,50.75877017596487
10466,1236.07
10467,98.07039576580682
10468,87.58452706389383
10469,19.364292153141996
10470,427.80293729956605
10471,41.4275
10472,16.908939617550907
10473,22.22666539582414
10474,70.76231201022686
10475,52.19507810095992
10476,72.55392957808237
10477,50.525464900453365
10478,781.3253246753247
10479,324.8555215398662
10480,69.40576125347951
10481,53.86429022693227
10482,25.35515676821735
10483,58.58207808700755
10484,309.16
10485,60.79865443844757
10486,56.6502014988733
10487,254.74952479260935
10488,23.690404982810442
10489,133.7091293828998
10490,68.47124976528373
10491,575.4512
10492,109.3911100902227
10493,49.84656337405605
10494,53.59455610956264
10495,257.5789298165285
10496,318.0108519628021
10497,59.64421716918879
10498,16.662893924995085
10499,10.071342636088396
10500,68.89725481017153
10501,1256.91
10502,84.28202939692426
10503,30.62772367556832
10504,8.972123424489904
10505,96.4077845963809
10506,47.32398568486253
10507,121.74197777794988
10508,12.71616393986302
10509,86.86722959646919
10510,48.17342025828299
10511,43.69114636752137
10512,111.12292859400581
10513,37.803107532903844
10514,97.5422026957347
10515,62.19102192463814
10516,105.72581977410532
10517,63.96004495519849
10518,58.7000218273586
10519,36.136025571895416
10520,60.94189010430249
10521,37.53113917335831
10522,22.74079174188251
10523,558.7625
10524,25.52792223274127
10525,76.17094165032915
10526,15.278030211893368
10527,11.77121788131284
10528,62.6518079672591
10529,19.49560081661198
10530,8.8995916614665
10531,13.352378507447508
10532,647.0
10533,45.26339382439282
10534,55.29775662696176
10535,45.686409552558224
10536,42.64682985455725
10537,114.21248106158443
10538,295.6033695652174
10539,96.51396317532604
10540,17.48309141963454
10541,52.534415282448506
10542,1017.04
10543,70.14623578729713
10544,341.21
10545,31.811166747872214
10546,41.28679811071178
10547,3741.75
10548,22.136210426816614
10549,50.42644141139927
10550,32.947533094204836
10551,98.49091806673916
10552,687.12
10553,42.58704210875198
10554,73.94410037458307
10555,1883.65
10556,997.4
10557,31.840388580945213
10558,52.066616908275016
10559,41.30434300250997
10560,15.128056899713448
10561,16.693419663360682
10562,46.37780396951925
10563,656.09
10564,17.31765301017372
10565,21.735101284698466
10566,1137.88
10567,31.58349261993608
10568,25.407927461830784
10569,94.86522124362564
10570,1330.03
10571,2283.95
10572,20.89345115470471
10573,253.2678567557098
10574,732.0125
10575,222.64
10576,439.29
10577,98.90873983907484
10578,34.714282123507054
10579,28.534040335675623
10580,12.108404592630787
10581,79.52825024536871
10582,8.702804194643749
10583,1148.38
10584,22.726637887112883
10585,373.4573333333334
10586,25.320700198153787
10587,1708.51
10588,7.836201746939979
10589,38.71378286039341
10590,118.36103781757984
10591,46.28510595101524
10592,14.982710880250806
10593,34.01310306324183
10594,670.7623333333332
10595,1215.29
10596,396.42385239167425
10597,333.1767425339433
10598,22.453211422940523
10599,562.47
10600,805.64
10601,27.593074232392667
10602,13.070164036412338
10603,194.20607186263558
10604,320.6508958329571
10605,782.695
10606,456.2776666666667
10607,124.6075
10608,176.91114890653245
10609,148.05480119598533
10610,50.0620698092694
10611,121.09349032116472
10612,42.589644029737755
10613,12.638250417972877
10614,29.23047538015358
10615,819.07
10616,14.604778878423224
10617,38.17554732840444
10618,48.65082497535549
10619,94.40977310587941
10620,129.44511244484139
10621,96.74530508773292
10622,887.7125
10623,30.014623381436408
10624,23.18507619047619
10625,966.64
10626,30.20524733915751
10627,27.702278243384164
10628,759.4447076023392
10629,245.33121496477438
10630,1258.72
10631,51.629760263325274
10632,9.168001281568971
10633,26.649667649346263
10634,46.57983282494256
10635,2178.6
10636,8.791803996650852
10637,70.60949983104851
10638,67.5415100383169
10639,20.595499245562017
10640,13.185885913923686
10641,167.8714619284676
10642,54.01491783344579
10643,72.94924545994456
10644,39.42867323253263
10645,56.52941139180505
10646,230.03572982701854
10647,33.93039686749483
10648,655.23
10649,166.23790896920255
10650,11.014159614966823
10651,302.9840974224228
10652,118.63628680980212
10653,47.0274591447392
10654,12.670621430665218
10655,61.27004356569574
10656,48.342992073746906
10657,77.31085992599975
10658,76.0853593278043
10659,171.22879243004311
10660,36.18241052631579
10661,94.2634242166205
10662,71.01814694568063
10663,94.79727002226905
10664,9.388885462782447
10665,7.969287096816618
10666,20.982249553026374
10667,187.71657958872015
10668,127.49989136904762
10669,81.6053764619929
10670,16.129139822745486
10671,10.209649312692044
10672,34.994668837535016
10673,663.3433333333332
10674,165.08981337599448
10675,544.4905555555555
10676,69.99032323645717
10677,51.44735287200905
10678,83.33859399901226
10679,45.60900608445366
10680,98.0851206763993
10681,46.26493663134129
10682,49.78766741226101
10683,1538.3
10684,238.2681730769391
10685,315.77659093295915
10686,490.6495144477231
10687,84.15687634639117
10688,372.82424877761133
10689,67.4844301594168
10690,69.54780561950291
10691,745.7557142857144
10692,27.14284840093125
10693,25.862148514856575
10694,1335.05
10695,169.54
10696,52.72622199018372
10697,9.860126070546745
10698,225.98596825396825
10699,51.038914391144715
10700,46.36330112416319
10701,16.717065678853693
10702,267.6475
10703,59.879153831233936
10704,370.9811631351104
10705,10.016588657638296
10706,15.429121706722889
10707,205.6087454015068
10708,10.623643460402265
10709,120.48411634199135
10710,177.1799226125354
10711,610.78
10712,8.957157355910935
10713,864.52
10714,622.6
10715,855.44
10716,176.60766934405095
10717,11.975098405110295
10718,47.08616631339214
10719,2117.62
10720,116.37843203362583
10721,75.90828526542583
10722,710.7
10723,20.467966353014244
10724,108.96569642857142
10725,290.465
10726,633.615
10727,114.33848788297156
10728,242.68434081830756
10729,83.18433214371896
10730,33.7871312706901
10731,40.91777084529878
10732,517.7524861957039
10733,19.86054326599737
10734,960.91
10735,210.87888985466668
10736,38.21147877466975
10737,74.37080436388489
10738,91.36653612142085
10739,49.55214195991002
10740,404.3510476190476
10741,56.47517543041821
10742,35.662812319283745
10743,134.32035344084758
10744,400.03
10745,47.942424459944135
10746,68.40768352561737
10747,31.471209400427462
10748,207.50471447221076
10749,16.715733576351738
10750,76.42382126097523
10751,71.23714465019944
10752,717.1994871794873
10753,942.87
10754,174.4521914715719
10755,55.799159188211604
10756,68.8847472884625
10757,51.35028900215856
10758,112.6844913698592
10759,280.770829543885
10760,48.9908073991492
10761,34.14526737823264
10762,89.85948803384785
10763,32.856577761055014
10764,154.31433875923742
10765,78.39565210932858
10766,176.775
10767,1748.06
10768,16.273837669860438
10769,237.85828610305387
10770,66.52736266867078
10771,1041.3316666666667
10772,73.102
10773,54.66059771978202
10774,100.87251113859361
10775,513.4107142857142
10776,11.986384050395014
10777,208.19172993954157
10778,75.17285843599754
10779,636.1783587398672
10780,1088.4925
10781,85.12775518221032
10782,25.629891365611027
10783,86.27675400184668
10784,43.885856349146295
10785,84.48929484053751
10786,15.3779505444996
10787,194.7715518025643
10788,57.94142077631419
10789,66.14617844827023
10790,26.646816380808428
10791,91.9387689753866
10792,16.52054188174703
10793,909.1786666666666
10794,56.16745379589873
10795,66.49214282809476
10796,15.628677572236375
10797,33.0593398549445
10798,3662.75
10799,1099.49
10800,121.30000025169429
10801,538.42
10802,51.47948175036786
10803,31.40988500975941
10804,464.6403218170718
10805,625.35
10806,102.85466626545045
10807,11.845320374331965
10808,81.31194589964632
10809,200.86011705194284
10810,332.2901653615992
10811,865.44
10812,263.9865108983834
10813,28.727376901765368
10814,24.430711602367285
10815,38.80867423195669
10816,29.94120490000381
10817,104.02126334379564
10818,24.573168251058778
10819,147.28303798317228
10820,842.96
10821,1314.95
10822,76.44142841066052
10823,88.92174772096793
10824,400.473
10825,70.7361551501933
10826,673.395
10827,509.68
10828,122.2482605886472
10829,27.579011985677422
10830,928.18
10831,15.521008328681472
10832,411.42902169122203
10833,553.95
10834,13.262608350270018
10835,137.6835516052575
10836,369.401498012526
10837,1395.3
10838,40.609738472371895
10839,59.56639915293216
10840,16.691773331741416
10841,48.16326236974291
10842,45.3103480873933
10843,30.74359603644112
10844,28.368632033140393
10845,27.224983981080477
10846,13.521442654887974
10847,829.53
10848,458.8587029237532
10849,122.73394581159161
10850,54.932641302211344
10851,74.77175234496556
10852,56.27389527761536
10853,13.216763849103476
10854,8.226377869539592
10855,471.19
10856,3083.7
10857,102.86936907176003
10858,22.685807673053546
10859,17.192093927976046
10860,89.56177609640841
10861,94.86510332695013
10862,331.85945712851964
10863,1104.64
10864,434.82007376010023
10865,536.0045907349897
10866,2261.7
10867,943.6783333333334
10868,309.0302247474748
10869,23.249764598270247
10870,169.00536959274652
10871,3112.9
10872,240.1897602461139
10873,467.15552279635256
10874,22.3177084772584
10875,490.46
10876,115.97169148008625
10877,881.49
10878,36.036343668336926
10879,46.85780317344961
10880,12.428963172568876
10881,66.3443608432476
10882,175.63251839578248
10883,57.454636636467285
10884,11.456655079571169
10885,228.90305990088345
10886,92.1068222455649
10887,135.87914719512514
10888,282.77201956758154
10889,48.86575388084821
10890,24.27710790556511
10891,450.83502117940196
10892,47.221881664469926
10893,100.39484328026069
10894,1968.95
10895,266.6921555234578
10896,46.55737143480447
10897,361.74002415551956
10898,18.966893875782713
10899,192.86549159090453
10900,10.28704665942317
10901,10.56211616866165
10902,59.19580203904156
10903,178.40967857200232
10904,73.81492354323042
10905,402.7
10906,100.18361637000721
10907,118.84420161290323
10908,98.85423713736404
10909,32.951837204178645
10910,192.4875
10911,109.2053226678541
10912,85.94250055612736
10913,805.53
10914,88.19621194041382
10915,18.735950166670058
10916,23.519928571428572
10917,61.998118293229346
10918,9.52848693217807
10919,22.163209161483273
10920,303.3430769230769
10921,11.245905706718792
10922,73.26812710658842
10923,52.89775491011224
10924,47.03861957288395
10925,103.68130731127434
10926,472.819
10927,86.99776996629635
10928,880.42
10929,193.19875
10930,142.00844515254556
10931,20.102428379482948
10932,41.11342918708612
10933,48.866757026360496
10934,43.767072774082656
10935,41.32154115410532
10936,42.948266565755695
10937,48.601678623925764
10938,99.36006944448
10939,16.58315374388021
10940,50.07793706842347
10941,74.72592822867324
10942,11.333603494108976
10943,30.92306311253175
10944,26.93706652426538
10945,39.10828166859605
10946,166.41736319831568
10947,50.12271301301872
10948,53.789301590059296
10949,1219.72
10950,41.84257132221776
10951,346.50678912476417
10952,43.84745839085573
10953,22.40516279144464
10954,40.482525914237314
10955,21.35514285714286
10956,72.44936468827703
10957,15.7487719906502
10958,327.5081366571832
10959,75.23402277373214
10960,32.849815168038404
10961,116.99396794849336
10962,1061.0925
10963,145.13152121720995
10964,911.0544871794872
10965,659.21
10966,1393.83
10967,43.86676183221507
10968,92.84346205810083
10969,164.02707718970112
10970,19.78508392413085
10971,70.88067185373288
10972,84.94305029000542
10973,1268.25
10974,62.478241170634924
10975,69.0544843762069
10976,310.66748909057117
10977,52.33465978365589
10978,106.08682621676849
10979,19.02351819616088
10980,434.8042222222222
10981,23.345944444444445
10982,14.707514490389064
10983,76.79639990394914
10984,9.574259569300226
10985,31.46694295385812
10986,13.371841393157382
10987,19.60283367796853
10988,24.737645182342465
10989,42.94941477216856
10990,74.05700241411898
10991,297.4024192057943
10992,342.13240704605266
10993,194.63922420852248
10994,112.50218842559013
10995,49.61798106060606
10996,32.94895058823607
10997,56.00402471410979
10998,15.397755561105562
10999,19.11487696664809
11000,530.9290711152881
11001,400.33809330930507
11002,212.1768326075885
11003,110.31948296893805
11004,149.6028270942611
11005,33.75322856454857
11006,48.2837729416922
11007,64.6526134378115
11008,42.301
11009,42.507099358974365
11010,51.55948050998524
11011,23.794593646155967
11012,50.98546906881228
11013,121.74306644945483
11014,43.50925965349919
11015,198.1114289918784
11016,11.06250219305433
11017,68.40301822233508
11018,749.84
11019,67.45561047624071
11020,99.79420069721823
11021,117.9057768916682
11022,94.47530048748797
11023,1128.826153846154
11024,283.7045668460807
11025,40.73106023377742
11026,21.92007254076898
11027,246.05313165488386
11028,8.58879097262123
11029,54.655471114332116
11030,177.7677695075569
11031,138.6000600760712
11032,72.05500554183286
11033,1628.5392857142856
11034,81.82601496738077
11035,15.528506887062802
11036,1400.27
11037,45.89104898501523
11038,64.84480092592592
